3.0795732187e-07,-3.8233642918e-09
 0.2095297128, 9.8999396414e-07
 0.49999776483, 5.1912502386e-07
 0.75001698732, 7.7586327052e-07
 1.0000016689, 1.0311983942e-06
 1.249977231, 1.2860867855e-06
 1.4999866486, 1.5401770952e-06
 1.7499676943, 1.7935835785e-06
 1.9999986887, 2.0470251911e-06
 2.2498447895, 2.3166194296e-06
 2.5001182556, 2.5842909963e-06
 2.7500457764, 2.8400354495e-06
 2.9999301434, 3.0896528642e-06
 3.2501933575, 3.3343883388e-06
 3.5001118183, 3.5735974961e-06
 3.7499935627, 3.8080518152e-06
 3.9998588562, 4.0443246689e-06
 4.2500858307, 4.2855076572e-06
 4.4999728203, 4.540075679e-06
 4.7499079704, 4.8087918003e-06
 4.99985075, 5.0861513046e-06
 5.25014925, 5.3573771766e-06
 5.5000896454, 5.6012754612e-06
 5.7499370575, 5.8197415456e-06
 5.9997839928, 6.0482475419e-06
 6.2501168251, 6.3150218921e-06
 6.5000395775, 6.5668623392e-06
 6.7499332428, 6.8183144322e-06
 7.0001773834, 7.0708097155e-06
 7.2501044273, 7.3204232649e-06
 7.5000119209, 7.5704688243e-06
 7.7499680519, 7.8226685218e-06
 8.0001153946, 8.0721902123e-06
 8.2500066757, 8.3226959759e-06
 8.499915123, 8.5726451289e-06
 8.7498226166, 8.8238057288e-06
 9.0001277924, 9.0745206762e-06
 9.249997139, 9.324416169e-06
 9.4998960495, 9.5747236628e-06
 9.7501325607, 9.8254722616e-06
 10.000039101, 1.0076498256e-05
 10.249978065, 1.0327193195e-05
 10.499816895, 1.0578907677e-05
 10.750059128, 1.0827730875e-05
 10.999978065, 1.1077058844e-05
 11.249896049, 1.1327686479e-05
 11.499855042, 1.1578163139e-05
 11.750020027, 1.1829140021e-05
 11.999918938, 1.2078361578e-05
 12.24985981, 1.2329041965e-05
 12.500113487, 1.2579679606e-05
 12.750033379, 1.2828469153e-05
 12.999887466, 1.3079363271e-05
 13.249771118, 1.3328845853e-05
 13.500014305, 1.3580662198e-05
 13.749902725, 1.3831246179e-05
 13.999861717, 1.4080108485e-05
 14.249714851, 1.4330692466e-05
 14.499973297, 1.4580407878e-05
 14.749940872, 1.4829846805e-05
 14.999833107, 1.5080276171e-05
 15.249743462, 1.5330495444e-05
 15.499905586, 1.558218537e-05
 15.749795914, 1.5831677956e-05
 15.999734879, 1.6080244677e-05
 16.249961853, 1.6330523067e-05
 16.499959946, 1.6580355805e-05
 16.74980545, 1.6833413611e-05
 16.999727249, 1.7081207261e-05
 17.249967575, 1.7334154109e-05
 17.499855042, 1.7581789507e-05
 17.749826431, 1.7831911464e-05
 17.999675751, 1.8082044335e-05
 18.249938965, 1.8333628759e-05
