-4.768372e-07, 2.470743e-07
4.999960e-01, 2.505616e-07
1.000002e+00, 2.532643e-07
1.499990e+00, 2.631685e-07
2.000005e+00, 2.891953e-07
2.500069e+00, 2.909853e-07
2.999856e+00, 2.925013e-07
3.500052e+00, 2.938796e-07
3.999858e+00, 2.951610e-07
4.500041e+00, 2.963801e-07
4.999886e+00, 2.975438e-07
5.500045e+00, 2.986719e-07
5.999865e+00, 2.997836e-07
6.500024e+00, 3.008788e-07
7.000167e+00, 3.019894e-07
7.500004e+00, 3.031291e-07
8.000104e+00, 3.043245e-07
8.499905e+00, 3.055938e-07
9.000126e+00, 3.069626e-07
9.499898e+00, 3.084451e-07
1.000004e+01, 3.100745e-07
1.049982e+01, 3.118708e-07
1.099998e+01, 3.138784e-07
1.149986e+01, 3.161053e-07
1.199993e+01, 3.185882e-07
1.250013e+01, 3.213562e-07
1.299990e+01, 3.244255e-07
1.350002e+01, 3.278262e-07
1.399988e+01, 3.315827e-07
1.449999e+01, 3.357291e-07
1.499985e+01, 3.402841e-07
1.549992e+01, 3.452747e-07
1.599977e+01, 3.507344e-07
1.649999e+01, 3.566973e-07
1.699977e+01, 3.631888e-07
1.749989e+01, 3.702545e-07
1.799971e+01, 3.779054e-07
1.849987e+01, 3.862091e-07
1.900006e+01, 3.951985e-07
1.949982e+01, 4.049079e-07
2.000005e+01, 4.154067e-07
2.049992e+01, 4.267288e-07
2.099992e+01, 4.389591e-07
2.150134e+01, 4.521596e-07
2.199878e+01, 4.663130e-07
2.250048e+01, 4.817288e-07
2.299858e+01, 4.982610e-07
2.349985e+01, 5.162055e-07
2.399805e+01, 5.354980e-07
2.449945e+01, 5.565130e-07
2.500133e+01, 5.793156e-07
2.549919e+01, 6.038808e-07
2.600068e+01, 6.307679e-07
2.649906e+01, 6.598831e-07
2.700024e+01, 6.918810e-07
2.749867e+01, 7.266964e-07
2.799981e+01, 7.651817e-07
2.850155e+01, 8.076749e-07
2.899961e+01, 8.543857e-07
2.950078e+01, 9.067129e-07
2.999926e+01, 9.648795e-07
3.050024e+01, 1.030673e-06
3.099867e+01, 1.104836e-06
3.149984e+01, 1.190042e-06
3.200118e+01, 1.288452e-06
3.249985e+01, 1.402604e-06
3.300092e+01, 1.538151e-06
3.324841e+01, 1.614711e-06
3.349903e+01, 1.700051e-06
3.374965e+01, 1.794457e-06
3.400029e+01, 1.899550e-06
3.425151e+01, 2.017596e-06
3.449880e+01, 2.148604e-06
3.474927e+01, 2.299442e-06
3.500023e+01, 2.473059e-06
3.525074e+01, 2.674233e-06
3.550127e+01, 2.911018e-06
3.574862e+01, 3.189793e-06
3.599957e+01, 3.533940e-06
3.609959e+01, 3.692705e-06
3.619991e+01, 3.867506e-06
3.629996e+01, 4.059426e-06
3.640030e+01, 4.272517e-06
3.650038e+01, 4.509234e-06
3.660065e+01, 4.775550e-06
3.670135e+01, 5.077294e-06
3.679836e+01, 5.407850e-06
3.689927e+01, 5.807566e-06
3.699925e+01, 6.264264e-06
3.702599e+01, 6.398938e-06
3.704934e+01, 6.522426e-06
3.707621e+01, 6.669802e-06
3.709980e+01, 6.805488e-06
3.712624e+01, 6.964577e-06
3.714940e+01, 7.110726e-06
3.717619e+01, 7.287867e-06
3.719958e+01, 7.450498e-06
3.722646e+01, 7.646320e-06
3.724966e+01, 7.823877e-06
3.727648e+01, 8.041444e-06
3.729998e+01, 8.242972e-06
3.732338e+01, 8.453661e-06
3.734984e+01, 8.706157e-06
3.737328e+01, 8.943027e-06
3.740007e+01, 9.231944e-06
3.742348e+01, 9.500889e-06
3.745024e+01, 9.829547e-06
3.747380e+01, 1.013805e-05
3.750064e+01, 1.051821e-05
3.752394e+01, 1.087188e-05
3.755089e+01, 1.131389e-05
3.757427e+01, 1.172905e-05
3.760100e+01, 1.224620e-05
3.762432e+01, 1.273748e-05
3.765115e+01, 1.335765e-05
3.767454e+01, 1.395356e-05
3.770129e+01, 1.470736e-05
3.772460e+01, 1.543822e-05
3.775148e+01, 1.638041e-05
3.777461e+01, 1.729633e-05
3.780129e+01, 1.849430e-05
3.782470e+01, 1.969570e-05
3.785145e+01, 2.128102e-05
3.787499e+01, 2.290452e-05
3.789821e+01, 2.476951e-05
3.792507e+01, 2.733301e-05
3.794844e+01, 3.002191e-05
3.797535e+01, 3.377593e-05
3.799811e+01, 3.766237e-05
3.802480e+01, 4.326099e-05
3.804821e+01, 4.942017e-05
3.807491e+01, 5.828052e-05
3.809894e+01, 6.918781e-05
3.812566e+01, 8.386889e-05
3.814915e+01, 1.002254e-04
3.817596e+01, 1.239058e-04
3.819911e+01, 1.494037e-04
3.822572e+01, 1.857663e-04
3.824929e+01, 2.250265e-04
3.827599e+01, 2.788309e-04
3.829937e+01, 3.338315e-04
3.832579e+01, 4.066673e-04
3.834926e+01, 4.778447e-04
3.837590e+01, 5.706099e-04
3.840088e+01, 6.722963e-04
3.842761e+01, 7.853668e-04
3.845114e+01, 8.887564e-04
3.847446e+01, 9.953153e-04
3.850123e+01, 1.127068e-03
3.852462e+01, 1.240572e-03
3.855131e+01, 1.378123e-03
3.857473e+01, 1.494287e-03
3.860149e+01, 1.635407e-03
3.862484e+01, 1.749831e-03
3.865150e+01, 1.889602e-03
3.867488e+01, 2.002048e-03
3.870154e+01, 2.136042e-03
3.872485e+01, 2.239046e-03
3.873471e+01, 2.223634e-03
